308 Occurance | x = 1
1 Occurance | C E = D E = \sqrt { 5 }
1 Occurance | S _ { \triangle A O B } = \frac { 1 } { 2 } A O \cdot O B
1 Occurance | D _ { 1 } f \| z <
1 Occurance | \overrightarrow { 3 b } = ( 3 , 3 , - 1 2
1 Occurance | A B = E B .
1 Occurance | A C = \sqrt { 2 4 + 3 \sqrt { 1 2 } }
1 Occurance | 3 0 0 = 2 5 - l ^ { 2 }
1 Occurance | \frac { b _ { 1 } } { b _ { 1 } + d }
1 Occurance | 0 . 4 + 0 . 3 = 0 . 7
1 Occurance | A _ { 2 } ^ { 2 } A _ { 6 } ^ { 6 } = 2 \times 1 \times 6 \times 5 \times 4 \times 3 \times 2 \times 1 = 1 4 4 0
1 Occurance | y = k _ { 2 } x + b
1 Occurance | \left( a ^ { 2 } \neq a \right)
1 Occurance | b = 4 - \sqrt { 3 } \text { . }
1 Occurance | \frac { b } { O N } = \frac { 1 } { 2 }
1 Occurance | \sqrt { 3 5 0 }
1 Occurance | \frac { 2 - 4 a } { 3 a }
1 Occurance | E A \| Q B
1 Occurance | \frac { 1 } { 2 } \left( \frac { 4 } { 5 } + \frac { 2 } { 5 a } \right) + b = 4 a + 2 b \frac { 1 } { 9 }
1 Occurance | x = \frac { \theta + 2 } { 2 } = 1
1 Occurance | A M = A N
1 Occurance | \sin A 7 0
1 Occurance | g ( x ) = \frac { a - a x } { x }
1 Occurance | 1 . 0 4 \times \frac { 1 } { 6 } + 1 . 0 5 \times \frac { 1 } { 1 2 }
1 Occurance | A E = 2 \sqrt { 2 } ,
1 Occurance | \text { L A C B }
1 Occurance | \triangle A E B \triangle q \triangle D F ( C A A S )
1 Occurance | \frac { 1 } { 2 } x + \frac { 1 } { 2 } y - \frac { \sqrt { 2 } } { 2 }
1 Occurance | \text { A N / B C }
1 Occurance | \frac { 2 } { 5 } x + \frac { y } { 5 } = 1
1 Occurance | P ( A ) = \frac { n ( A ) } { n * 0 }
1 Occurance | 1 2 6 0 \geqslant \frac { 7 2 0 0 } { x } + 1 0 0 0 + 2 x
1 Occurance | h ( e ) = e ^ { - 2 } > 0
1 Occurance | b _ { 4 } = - 2 \sqrt { 3 } - 3
1 Occurance | P ( x = 1 ) = C _ { 3 } ^ { 1 } \left( \frac { 3 } { 7 } \right) \left( \frac { 4 } { 7 } \right) ^ { 2 }
1 Occurance | f ( x ) \min = f ( - 2 ) = f ( 1 ) = - 1
1 Occurance | E O \stackrel { I I } { = } \frac { 1 } { 2 } A A
1 Occurance | \sqrt { 2 } - 1 2 + 2 - 0
1 Occurance | - 2 \times 2 \times 4 \times \frac { 1 } { 2 }
1 Occurance | 4 = 3 \pi
1 Occurance | C _ { \Delta m N C }
1 Occurance | 2 - \frac { 1 } { 2 } d
1 Occurance | 4 + 1 - 2 = 3
1 Occurance | \vec { a } ^ { 2 }
1 Occurance | \ln x - x + 1 = g ( x )
1 Occurance | \frac { 1 } { x } + \frac { 4 } { y } = \left( \frac { 1 } { x } + \frac { 1 } { y } \right) ( x + y ) = 5 + \frac { y } { x } + \frac { 4 x } { y }
1 Occurance | O D I A B
1 Occurance | \ a n g l e E B G = 3 0 ^ { \circ }
1 Occurance | 3 \cdot \frac { \cos c t } { 2 }
1 Occurance | A D = \frac { 3 \sqrt { 3 } } { 2 } \cdot \frac { 4 } { 3 \sqrt { 2 } }
1 Occurance | e ^ { x } + ( x - 2 ) \mid e ^ { x } + 2 a ( x - 1 )
1 Occurance | A O = \sqrt { O D ^ { 2 } + A D ^ { 2 } } = 5
1 Occurance | Z B \perp B C
1 Occurance | \text { O F \| C E }
1 Occurance | a \leq 2 .
1 Occurance | f ( x ) _ { \text { m a x } } \leq s l a n t - 1
1 Occurance | P Q
1 Occurance | \frac { 4 + \sqrt { 2 } } { 6 }
1 Occurance | - 3 \vec { b } = - 3 ( 1 , 1 , - 4 )
1 Occurance | \sin \theta = | \cos \langle \overrightarrow { B E } , \vec { m } \rangle | = \frac { | \overrightarrow { B E } \cdot \vec { m } | } { | \overrightarrow { B E } | | | \vec { m } \mid }
1 Occurance | ( b - 2 c ) \cdot \cos A = ( - a ) \cdot \cos B
1 Occurance | A F + E F = A E
1 Occurance | \frac { 4 + 6 } { a }
1 Occurance | 1 \times 5 0 \ % = 0 . 5
1 Occurance | P ( X = 1 1 0 0 0 ) = C _ { 2 } ^ { 1 } \times \frac { 1 } { 2 } \times \frac { 1 } { 2 } \times \frac { 2 } { 3 } = \frac { 1 } { 3 }
1 Occurance | \hat { a } = \bar { y } - \hat { b } \bar { x } =
1 Occurance | y = \sqrt { 3 } x + m ( m > 0 )
1 Occurance | D M = C M
1 Occurance | a _ { 2 } = - 2 . 7
1 Occurance | x ^ { 2 } - 2 m x + m ^ { 2 } - 2 = 2
1 Occurance | \frac { \frac { 1 } { 2 } \times \left[ 1 - \left( \frac { 1 } { 2 } \right) ^ { n - 1 } \right] } { 1 - \left( \frac { 1 } { 2 } \right) }
1 Occurance | \text { O H I E L }
1 Occurance | \sin C = \sqrt { 3 }
1 Occurance | A E = \sqrt { 2 6 } = C E
1 Occurance | \vec { n } \cdot \overrightarrow { A D }
1 Occurance | 1 2 x - \frac { 3 } { 2 } x ^ { 2 }
1 Occurance | y - f ( 1 ) \pm f ^ { \prime } ( 1 ) ( x - 1 )
1 Occurance | D E = \pm \frac { 2 4 } { 5 }
1 Occurance | \cos \langle \vec { a } , \vec { b } \rangle = \frac { a , \vec { a } } { | \vec { a } \cdot | \vec { b } \mid }
1 Occurance | y = a ^ { 2 } + b ^ { 2 } - a b
1 Occurance | \frac { - 7 } { \sqrt { 5 } \sqrt { 1 8 } }
1 Occurance | \cos \frac { A + B } { 2 } = \cos \left( \frac { \pi } { 2 } - \frac { C } { 2 } \right) = \sin \frac { C } { 2 } .
1 Occurance | P F \cap O F = F
1 Occurance | x + 1 < 0
1 Occurance | 2 ( 2 \lambda - 1 )
1 Occurance | 1 0 / 3
1 Occurance | S _ { \Delta } = \frac { 1 } { 2 } \times | A 0 | \times | B 0 |
1 Occurance | [ 9 , + \infty ]
1 Occurance | 2 \cdot \frac { 1 } { 4 }
1 Occurance | C _ { \triangle A B C } = a + b + c
1 Occurance | \ a n g l e F C E = \ a n g l e F E C
1 Occurance | \ a n g l e 1 + \ a n g l e 2 = \ a n g l e A B
1 Occurance | b - 2 a = 0
1 Occurance | 2 \left( \frac { 1 } { 2 } \right) ^ { n }
1 Occurance | a \lambda
1 Occurance | 1 4 5 + 0 . 2 \times 1 5 5 + 0 . 3 \times 1 6 5 + 0 . 2 8
1 Occurance | \ a n g l e D = \frac { 2 \pi } { 3 } , A D = C D
1 Occurance | \frac { \overrightarrow { A _ { B } B } \cdot \vec { n } } { | \vec { R } | } = \frac { \sqrt { 6 } } { 6 }
1 Occurance | \frac { b } { \sin B } = \frac { c } { \sin C } = \frac { 4 \sqrt { 3 } } { 3 }
1 Occurance | 3 \cdot ( k - 1 )
1 Occurance | \frac { 6 } { 6 + 8 } \times 7 = 3
1 Occurance | P ( x )
1 Occurance | D F L C F
1 Occurance | \frac { 2 a + 1 } { a } \times \frac { 2 } { 3 }
1 Occurance | a _ { 1 } = 4 \quad a _ { 2 } = 6 .
1 Occurance | \frac { \theta , 0 5 } { \theta , 0 1 }
1 Occurance | \frac { x } { 8 - x }
1 Occurance | - 2 - 2 y
1 Occurance | S _ { 1 } = - 1 = a
1 Occurance | 6 m
1 Occurance | 2 ( C O + A O ) = 2 ( 9 + 5 ) = 2 8
1 Occurance | \text { H E L E C }
1 Occurance | \vec { h } ( 1 , \sqrt { 3 } , 2 \sqrt { 3 } )
1 Occurance | ( x - 3 ) ^ { 2 } = 2 7
1 Occurance | \ a n g l e E B O = \ a n g l e D B A
1 Occurance | 2 \left( \frac { x + 1 y ^ { 2 } } { 2 } \right) ^ { 2 }
1 Occurance | \frac { \sqrt { 3 } } { 3 } \cos B - \frac { 1 } { 3 } \sin B
1 Occurance | 5 x ( 4 0 - 5 ) = 1 7 5
1 Occurance | 5 4 0 \pi
1 Occurance | \alpha a < 3
1 Occurance | \sqrt { 3 } \sin x \cdot \cos x \in [ 0 , \sqrt { 3 } ]
1 Occurance | \frac { 1 - 2 } { \sqrt { 2 } } = - \frac { 1 } { \sqrt { 2 } }
1 Occurance | O A \| B C
1 Occurance | f ( x - 1 ) = f ( x ) - f ( 1 )
1 Occurance | \overrightarrow { P C } = ( - 1 , 1 , - t )
1 Occurance | \overrightarrow { a _ { 1 } } = ( 4 , - 2 , - 4 )
1 Occurance | h ^ { \prime } ( x ) = e ^ { x } ( 1 + x ) + e ^ { x } , 1 - 2
1 Occurance | \vec { n } \cdot \overrightarrow { A _ { 1 E } } = 0
1 Occurance | D E \ a n g l e A L
1 Occurance | P D \cap D L = D
1 Occurance | \ a n g l e F \perp B C
1 Occurance | A B B = 9 0 ^ { \circ }
1 Occurance | \frac { 3 + 4 n - 1 } { 2 } \cdot 4
1 Occurance | \Delta = \left( a + a ^ { 2 } \right) ^ { 2 } - \varepsilon u ^ { 3 }
1 Occurance | 4 ^ { 2 } + 4 m
1 Occurance | \sqrt { A B ^ { 2 } A C ^ { 2 } }
1 Occurance | P M = \frac { 1 } { 2 } B C = \frac { 1 } { 2 }
1 Occurance | \overrightarrow { A _ { 1 } \vec { E } } \cdot \vec { a }
1 Occurance | b c = \frac { ( b + c ) ^ { 2 } - 4 } { 3 }
1 Occurance | g ( 1 )
1 Occurance | 1 + 2 4 + 2 ^ { \prime } + 2 ^ { 2 } + \cdots + 2 ^ { \prime \prime }
1 Occurance | 1 0 0 0 \times 2
1 Occurance | \frac { \left| A _ { 1 } C _ { 1 } \cdot \vec { n } \right| } { | \vec { n } | } = \frac { | ( - 1 , 0 , 0 ) - ( 1 , 2 , 1 ) | } { \sqrt { 6 } }
1 Occurance | \frac { 2 - 4 \lambda } { 2 - 2 \lambda }
1 Occurance | A _ { 1 } G \ u n d e r s e t { C _ { 1 } B _ { 1 } } { }
1 Occurance | \frac { x ( x - 2 ) } { x + 2 } = \frac { 1 x ( 1 - 2 ) } { 1 + 2 } = - \frac { 1 } { 3 }
1 Occurance | - 2 \ln 2 - 2
1 Occurance | f \left( e ^ { - i x } \right\rangle + 1
1 Occurance | 2 0 \ % .
1 Occurance | \frac { 1 6 } { 2 } \pi
1 Occurance | 2 | \vec { b } |
1 Occurance | a > a ^ { 2 } > 0
1 Occurance | \frac { C 7 } { C P } = \frac { 3 } { 4 }
1 Occurance | x \in [ 1 , 1 3 ]
1 Occurance | 2 \sin c \cos C
1 Occurance | a _ { n + 1 } = \frac { 1 } { 2 } a _ { n } + \frac { 1 } { 2 n - 1 } a _ { n }
1 Occurance | D G = \frac { 1 } { 2 } B D
1 Occurance | = 1 0 \times ( 1 . 4 5 + 3 . 1 + 4 . 9 5 + 4 . 9 + 2 . 2 2 )
1 Occurance | M _ { B } = M D
1 Occurance | a _ { 1 } = \frac { 1 } { z }
1 Occurance | x ^ { 2 } - 1 . 2 x = 0
1 Occurance | ( \xi ) > 2 5
1 Occurance | \frac { A B ^ { 2 } + B D ^ { 2 } - A D ^ { 2 } } { 7 A R \cdot R D } = \frac { \sqrt { 2 } } { 2 } .
1 Occurance | ( x + 2 ) ( x - 2 ) \neq 0
1 Occurance | \frac { 6 } { x } .
1 Occurance | 2 S _ { n - 1 } = a _ { n } - 1
1 Occurance | \sqrt { 1 ^ { 2 } + ( - 5 ) ^ { 2 } + ( 8 ) ^ { 2 } }
1 Occurance | \text { A E L C E D }
1 Occurance | \Delta = 1 6 + 4
1 Occurance | x \leq 2 \sqrt { 4 2 2 } + 1 3 0
1 Occurance | D D \perp A
1 Occurance | \left. T - \frac { \pi } { 2 } + 2 k \pi , \frac { \pi } { 2 } + 2 k \pi \right]
1 Occurance | 1 0 0 0 0 0 0 \times 5 \ %
1 Occurance | f ( t ) = ( t + 2 ) e ^ { t }
1 Occurance | [ ( - 3 ) \times 1 ]
1 Occurance | A + B + C = 1 6 0 ^ { \circ }
1 Occurance | ( a - 1 ) ( a + 1 ) \leq 0
1 Occurance | 0 , 0 4 \times 5 \times 6 2 , 5
1 Occurance | M _ { F } = \frac { 1 } { 2 } / + D = 2
1 Occurance | 5 \times 5 \times 5 = 1 2 5
1 Occurance | B A = B E
1 Occurance | b _ { 1 } + 4 d = 2 b _ { 1 }
1 Occurance | \frac { a } { \cos A } = \sqrt { 3 }
1 Occurance | 0 = 2 ( x + 3 ) - x ( x + 3 )
1 Occurance | 1 - \frac { 2 } { 5 } = \frac { 3 } { 5 }
1 Occurance | \frac { A C ^ { 2 } + C D ^ { 2 } - A D ^ { 2 } } { Z A C : D }
1 Occurance | C C , \perp A C
1 Occurance | \frac { 1 6 } { p } x + 4
1 Occurance | P ( C ) = A \cdot \bar { B } + \bar { A } \cdot B = \frac { 1 3 } { 2 5 }
1 Occurance | 2 k a ^ { 2 } + k a b - 2 a b - b ^ { 2 }
1 Occurance | \frac { 1 } { 2 } A F \cdot P B = \frac { 1 } { 2 } A B \cdot A P
1 Occurance | 4 \times 2
1 Occurance | \frac { \sin 4 5 ^ { \circ } } { 1 + 1 } = \frac { \sin \ a n g l e A D B } { A B }
1 Occurance | \frac { 2 n - 3 } { 2 ^ { n } } + \frac { 2 n - 1 } { 2 ^ { h + 1 } }
1 Occurance | ( - 4 + 1 ) ^ { 2 } + 4
1 Occurance | a x ^ { 2 } - 2 x a + a + b x
1 Occurance | 6 0 0 \times \frac { 6 } { 2 5 } = 1 4 4
1 Occurance | a _ { 1 } + a _ { 2 } = a _ { 3 } + a _ { 4 } = 0 .
1 Occurance | \omega C = \frac { a ^ { 2 } + b ^ { 2 } - c ^ { 2 } } { 2 a b }
1 Occurance | 1 0 0 \cdot \frac { 1 0 } { 2 0 0 } = 5
1 Occurance | x ^ { 2 } - 2 m x + m ^ { 2 } - 2 = y .
1 Occurance | 2 x - \sqrt { 2 } 8 = 0
1 Occurance | 3 x ^ { 2 } - 6 x - 9 = 3 \left( x ^ { 2 } - 2 x - 3 \right)
1 Occurance | 1 2 h ^ { 2 } = 1 2
1 Occurance | 4 S _ { \triangle P C Q } = S _ { \triangle A B C }
1 Occurance | 2 3 = 4
1 Occurance | 5 0 \times 0 . 9
1 Occurance | | \vec { c } |
1 Occurance | P : \ e x i s t s \times \in R
1 Occurance | = \frac { \vec { a } \cdot \vec { b } } { | \vec { a } \cdot | \vec { b } \mid }
1 Occurance | \text { b 2 n }
1 Occurance | \sqrt { 3 } \sin A = \frac { b ^ { 2 } + c ^ { 2 } - a ^ { 2 } } { 2 b c }
1 Occurance | \ a n g l e Q C D = 9 0 ^ { \circ }
1 Occurance | - \frac { 2 \lambda - 1 } { 1 - \lambda } \times \left( - \frac { 1 } { 1 + \lambda } \right) = - 1
1 Occurance | a = 2 \sqrt { b } > c = 3
1 Occurance | \sin \left\langle \vec { C } E _ { 1 } \vec { n } _ { 1 } \right\rangle = \left| \cos \left\langle \vec { C } E _ { 1 } \vec { n } _ { 1 } \right\rangle \right|
1 Occurance | P ( c ) = \frac { 1 3 } { 2 5 }
1 Occurance | 6 \text { }
1 Occurance | \overrightarrow { P B } = ( \sqrt { 3 } , 1 , 2 \sqrt { 3 } )
1 Occurance | \overrightarrow { P A } = ( \sqrt { 3 } , - 1 , - h )
1 Occurance | F ( 2 , y , 0 )
1 Occurance | H = \frac { | A | \vec { c } , \vec { n } \mid } { | \vec { n } | } = \frac { 1 } { \sqrt { b } } = \frac { \sqrt { 6 } } { 6 }
1 Occurance | 2 5 - 3 6 + x ^ { 2 }
1 Occurance | \frac { ( 1 + x ) } { e ^ { x } }
1 Occurance | b = 3 \text { , }
1 Occurance | \sqrt { 2 + h ^ { 2 } } = 2
1 Occurance | \ a n g l e E _ { A ^ { \prime } } { } ^ { \prime } B = 9 0 ^ { \circ }
1 Occurance | - \frac { \sqrt { 3 } } { 2 } + \frac { 1 } { 2 }
1 Occurance | x = 2 9 .
1 Occurance | \left[ ( \sqrt { 3 } + 2 x ] ^ { 2 } + x ^ { 2 } = ( \sqrt { 3 } + 1 ) ^ { 2 } \right.
1 Occurance | \sqrt { 3 } \sin \theta \sin C
1 Occurance | 2 y = - 2
1 Occurance | \frac { B C } { \sin \frac { \pi } { 3 } }
1 Occurance | = \overrightarrow { C A } + \frac { 2 } { 3 } ( 2 \overrightarrow { C D } - \overrightarrow { C A } )
1 Occurance | \frac { | \sqrt { 2 } | } { | \sqrt { 2 } \times \sqrt { 3 } | }
1 Occurance | \o p e r a t o r n a m e { C o s } \ a n g l e C A D
1 Occurance | = \frac { - n } { n + 1 }
1 Occurance | = a + c
1 Occurance | C O = N O = \chi
1 Occurance | z \vec { a } - 3 \vec { b }
1 Occurance | B C = A B = 1
1 Occurance | 1 6 7 . 2
1 Occurance | A _ { 6 } ^ { 2 } \cdot A _ { 5 } ^ { 5 } = 3 6 0 0
1 Occurance | \ a n g l e A = \ a n g l e B C D
1 Occurance | \cos C \neq 0
1 Occurance | 2 c = 0
1 Occurance | \frac { Q Q } { P Q }
1 Occurance | \ a n g l e B G E = \ a n g l e F H D .
1 Occurance | \frac { 1 \times \left( 1 - 3 ^ { n } \right) } { 1 - 3 }
1 Occurance | \sqrt { 9 } = 3
1 Occurance | k _ { 1 } - 2 k _ { 1 } ^ { 2 }
1 Occurance | \frac { Q C } { 3 \sqrt { 3 } + 9 - 6 } = \frac { \sqrt { 3 } } { 3 }
1 Occurance | C M ^ { 2 } + D M ^ { 2 } = C A ^ { 2 }
1 Occurance | \ a n g l e A \in A _ { 1 } = 9 0 ^ { \circ }
1 Occurance | x ( 4 0 - a ) - 3 0 a = 2 4
1 Occurance | \frac { x } { c } + \frac { y } { 2 c } = 1
1 Occurance | C D = A D = B D = 2
1 Occurance | k \vec { a } + \vec { b } \perp 2 a - \vec { b }
1 Occurance | E F / I A B
1 Occurance | C \mathrm { R } B
1 Occurance | \ a n g l e A + \ a n g l e C = 3 6 0 ^ { \circ } - 9 0 ^ { \circ } = 2 7 0 ^ { \circ }
1 Occurance | 9 \times 2
1 Occurance | \frac { 9 } { 4 }
1 Occurance | \frac { 1 6 3 } { 7 8 0 }
1 Occurance | b ^ { 2 } + c ^ { 2 } - a ^ { 2 } = b ^ { c }
1 Occurance | P E \perp E A
1 Occurance | 3 x ^ { 2 } - 3 2 x - 1 1 0 = 0
1 Occurance | 2 5 q - \frac { 1 } { 1 0 } q ^ { 2 } - 1 0 0 + 4 q
1 Occurance | \ a n g l e C B P = \ a n g l e F = 9 0 ^ { \circ }
1 Occurance | \frac { 1 } { 3 } \times 8 \times \frac { 2 4 } { 5 } = \frac { 9 6 } { 5 }
1 Occurance | \cos \langle \vec { m } , \vec { n } \rangle = \frac { | \vec { m } \cdot \vec { n } | } { | \vec { m } | \cdot | \vec { n } | } = \frac { \sqrt { 3 0 } } { 6 }
1 Occurance | R = \frac { 1 } { 2 \pi }
1 Occurance | \ a n g l e B C N = 9 0 ^ { \circ } - \ a n g l e M C N - \ a n g l e A C M = 3 0 ^ { \circ }
1 Occurance | ( 2 - x ) \lambda
1 Occurance | B \left( 2 , - \frac { 1 } { a } \right) \text { . }
1 Occurance | S = \frac { 1 } { 2 } a b \sin c
1 Occurance | 2 \sin c \cos C = \sin c .
1 Occurance | b = \frac { 3 } { 2 }
1 Occurance | 2 \times \frac { \sqrt { 3 } } { 4 } \times 4
1 Occurance | A _ { 5 } { } ^ { 3 }
1 Occurance | \frac { a _ { n + 1 } } { 2 n + 1 } = \frac { a _ { n } } { ( 2 n - 1 ) ^ { 2 } } + \frac { a _ { n } } { 2 ( 2 n - 1 ) }
1 Occurance | m = \pm 1
1 Occurance | \text { A D C P A D }
1 Occurance | C D = C D
1 Occurance | A B - E F =
1 Occurance | 2 x + \lambda y = 0 .
1 Occurance | A C = \sqrt { 3 4 }
1 Occurance | p = \frac { 4 } { 1 2 }
1 Occurance | - \frac { 1 } { 2 } + \frac { 3 n } { 2 }
1 Occurance | \frac { i _ { n } } { 2 n - 1 }
1 Occurance | 2 \pi r _ { 2 } \cdot x = 2 \pi \left( x ^ { 2 } - 2 x \right)
1 Occurance | 4 S _ { 1 } = a _ { 1 } ^ { 2 } + 4 - 1
1 Occurance | f ( x ) = x + y
1 Occurance | x = \frac { 8 } { 5 }
1 Occurance | \text { D ) } ( 1 , 0 , 1 )
1 Occurance | \overrightarrow { C D } = ( 0 , 1 , 3 )
1 Occurance | 2 \vec { a } - \vec { b } = ( 2 , 4 , - 2 y ) - ( x , 1 , 2 )
1 Occurance | ( 3 4 - 3 x + 1 \times 2 ) x = 9 6
1 Occurance | P _ { 1 } = \frac { 6 } { 1 0 } \times \frac { 6 } { 1 0 } + \frac { 4 } { 1 0 } \times \frac { 4 } { 1 0 }
1 Occurance | O ( 1 , 0 , 1 )
1 Occurance | \text { 4 ) } A B = \frac { \pi } { 3 }
1 Occurance | \left( 2 , - \frac { 1 } { c } \right)
1 Occurance | \left( \frac { 2 } { 3 } y , \frac { 1 } { 3 } y \right)
1 Occurance | \beta C ^ { 2 } = \ a n g l e E \cdot \ a n g l e P
1 Occurance | B C ^ { 2 } = C P \cdot E C
1 Occurance | A , E \left( - 1 , \frac { 1 } { 2 } , 0 \right)
1 Occurance | \overrightarrow { F C }
1 Occurance | a x \ln x
1 Occurance | ( 6 - 4 k ) ^ { 2 }
1 Occurance | \frac { c } { \sqrt { c ^ { 2 } + 3 } \times 2 } = \frac { 1 } { 4 }
1 Occurance | \frac { ( m - 2 ) } { 2 } + \frac { ( - m - 2 ) } { 2 } i
1 Occurance | D B = C D \text { . }
1 Occurance | = \sqrt { 3 } \sin 2 x + \frac { 1 - \sin 2 x } { 2 }
1 Occurance | x ^ { 2 } - 6 4 x + 8 3 3 \geqslant 0
1 Occurance | a ^ { 2 } + a - 1
1 Occurance | \frac { 1 } { 8 } \cdot 3
1 Occurance | A M + C M > A C
1 Occurance | | A D |
1 Occurance | \ a n g l e C E B = \ a n g l e C B P = 9 0
1 Occurance | \triangle B = B E = A E
1 Occurance | 2 4 - 6 x
1 Occurance | \frac { a _ { 1 } } { \sin A } = \frac { c } { \sin C . }
1 Occurance | B _ { n }
1 Occurance | D ( 2 x - 1 ) = 2 ^ { 2 } D ( x ) = \frac { 2 0 } { 9 }
1 Occurance | \ a n g l e B F A ^ { \prime } + \ a n g l e A ^ { \prime } B F = 9 0 ^ { \circ }
1 Occurance | E ( x ) = 0 \times \frac { 4 } { 3 5 } + 1 \times \frac { 1 8 } { 3 5 } + 2 \times \frac { 1 2 } { 3 5 } + 3 \times \frac { 1 } { 3 5 } = \frac { 4 5 } { 3 5 } = \frac { 9 } { 7 }
1 Occurance | \frac { 2 - 4 a } { 3 a } x + \frac { 1 4 a - 4 } { 3 a }
1 Occurance | A P = \sqrt { A C ^ { 2 } + C D ^ { 2 } }
1 Occurance | E D \perp E B
1 Occurance | \frac { C _ { 3 } ^ { 2 } \cdot C _ { 4 } } { C _ { 7 } ^ { 3 } }
1 Occurance | \frac { 4 x } { y } + 1
1 Occurance | e ^ { x } \ln x
1 Occurance | \cos \theta =
1 Occurance | M O C = 4 5 ^ { \circ }
1 Occurance | \left( \frac { 7 2 0 0 } { x } + 1 0 0 0 + 2 x \right)
1 Occurance | q ^ { 2 }
1 Occurance | S _ { \triangle \triangle A B } = 4 \times 6 \times \frac { 1 } { 2 }
1 Occurance | \frac { 3 } { 8 } x ^ { 2 } + \frac { 3 } { 4 } x + 3 .
1 Occurance | \frac { 4 \sqrt { 3 } } { 3 } a
1 Occurance | 1 = 7
1 Occurance | A \cap B = A .
1 Occurance | N H = \frac { 1 } { 2 } b c = 1
1 Occurance | \frac { 1 } { 4 } x ^ { 2 } + \left( \frac { 7 } { 4 } + \sqrt { 3 } \right) x ^ { 2 } = 4 + 2 \sqrt { 3 }
1 Occurance | \left( \frac { 1 } { 2 } \right) ^ { n - 1 }
1 Occurance | \frac { N C } { \sin 6 0 ^ { \circ } } = \frac { A C } { \sin \ a n g l e C M A } = \frac { A C } { \sin ( 9 0 - \ < A ( m ) } = \frac { A C } { \cos \ a n g l e A C M }
1 Occurance | \frac { 1 2 } { 5 0 } \times 6 0 0 = 1 4 4
1 Occurance | N D \P e r p \frac { 1 } { 2 } D C
1 Occurance | \left( 8 t - 2 t ^ { 2 } \right) \cdot \frac { 1 } { 2 } = 4
1 Occurance | \overrightarrow { P C } = ( 0 . - 1 . - x )
1 Occurance | a \cos , c
1 Occurance | \gamma = 1
1 Occurance | \hat { b } = \frac { \sum _ { i = 1 } ^ { 5 } x _ { i } y _ { i } - 5 \bar { x } \bar { y } } { \sum _ { i = 1 } ^ { 5 } x _ { i } ^ { 2 } - 5 \bar { x } ^ { 2 } }
1 Occurance | \int \frac { D E ^ { 2 } + A E ^ { 2 } - A D ^ { 2 } } { 2 A E \cdot D E } = \frac { D E ^ { 2 } + C E ^ { 2 } - C D ^ { 2 } } { 2 \cdot D E \cdot C E }
1 Occurance | \sin A \cdot C
1 Occurance | \frac { 8 - X } { A B }
1 Occurance | f ( x ) _ { \text { m i n } } = - 3
1 Occurance | \left. a _ { n + 2 } - a _ { n + 1 } = 2 a _ { n + 1 } - a _ { n } \right)
1 Occurance | D C = A B \quad D C \| A B .
1 Occurance | \left( \frac { m - 2 } { 2 } , \frac { - 2 - m } { 2 } \right)
1 Occurance | x - \frac { \sqrt { 5 } } { 3 } x = 6
1 Occurance | 3 5 7 2 9
1 Occurance | \sqrt { 2 } \sin \left( x - \frac { \pi } { 4 } \right)
1 Occurance | 8 \times A G \times \frac { 1 } { 2 }
1 Occurance | y = \frac { 1 } { a }
1 Occurance | - 4 m ^ { 2 }
1 Occurance | \overrightarrow { C E } = \frac { 1 } { 2 } \overrightarrow { C A } + \frac { 1 } { 2 } \overrightarrow { C B } = \frac { 1 } { 2 } \vec { n } + \vec { b } .
1 Occurance | \ a n g l e A F C = 9 0 ^ { \circ }
1 Occurance | \ a n g l e A = 6 0 ^ { \circ } = \frac { 7 } { 3 }
1 Occurance | 2 x - 5 y + 8 = 0
1 Occurance | x _ { 1 5 } = 2 .
1 Occurance | U _ { 3 } = 8
1 Occurance | h z _ { 2 } = 0
1 Occurance | c ^ { 2 } = \varphi
1 Occurance | \ a n g l e A B Q + \ a n g l e B P Q = \ a n g l e B Q M
1 Occurance | q = \frac { 1 } { 2 n - 1 } + \frac { 1 } { 2 }
1 Occurance | | 2 \vec { a } + \overrightarrow { 3 b } | = \sqrt { 9 }
1 Occurance | \sqrt { 1 0 ^ { 2 } - 3 6 \times 2 }
1 Occurance | 5 \times 4 \times 3 \times 2 \times 1 \times 3 \times 2 \times 1 = 7 2 0
1 Occurance | M C = \frac { \sqrt { 3 } } { 2 } N C
1 Occurance | = \frac { \frac { 1 } { 2 } \left( 1 - 2 ^ { n - 1 } \right) } { 1 - 2 }
1 Occurance | 2 \times 1 2 = 2 4
1 Occurance | A Q \perp A B
1 Occurance | - 2 < 7 < 1
1 Occurance | A O = B O = \frac { 1 } { 2 } A B = 2 \sqrt { 3 }
1 Occurance | ( C R P ) \cap Q = \{ x \mid - 2 \leq x < 4 \}
1 Occurance | 1 8 = 3 6 + B D ^ { 2 } - 1 2 B D \cdot \cos 4 5 ^ { \circ }
1 Occurance | \frac { a _ { n + 1 } } { a _ { n } } = 3 .
1 Occurance | C G \perp D G
1 Occurance | \sin \langle \overrightarrow { A b } , \vec { n } \rangle
1 Occurance | \sin A = \frac { 2 \sqrt { 3 } R \cos A } { 2 R }
1 Occurance | E ( x ) = \frac { 4 0 5 } { 3 2 }
1 Occurance | \text { C D \ & P A D }
1 Occurance | 1 - \sqrt { 2 } \leq g ^ { \prime } ( x ) \leq 0
1 Occurance | \vec { A } \cdot \vec { h } = 0
1 Occurance | \frac { C Q } { B D }
